time	X	Y	Z	RES	Lon	Lat	Alt	Sat	Qal
21:03:11.251980	9679	10311	10120	17390	E28.801257	N60.437801	45.0	08	1
21:03:11.275439	9687	10297	10158	17408	E28.801257	N60.437801	45.0	08	1
21:03:11.298028	9719	10319	10086	17397	E28.801257	N60.437801	45.0	08	1
21:03:11.320088	9708	10345	10121	17426	E28.801257	N60.437801	45.0	08	1
21:03:11.343401	9714	10344	10090	17411	E28.801257	N60.437801	45.0	08	1
21:03:11.366039	9687	10274	10073	17345	E28.801257	N60.437801	45.0	08	1
21:03:11.389541	9719	10303	10076	17382	E28.801257	N60.437801	45.0	08	1
21:03:11.411394	9687	10294	10038	17336	E28.801257	N60.437801	45.0	08	1
21:03:11.433327	9732	10292	10066	17377	E28.801257	N60.437801	45.0	08	1
21:03:11.456423	9751	10308	10050	17387	E28.801257	N60.437801	45.0	08	1
21:03:11.478785	9714	10308	10041	17361	E28.801257	N60.437801	45.0	08	1
21:03:11.501763	9694	10314	10085	17379	E28.801257	N60.437801	45.0	08	1
21:03:11.523481	9695	10286	10097	17370	E28.801257	N60.437801	45.0	08	1
21:03:11.550910	9696	10248	10046	17319	E28.801257	N60.437801	45.0	08	1
21:03:11.575788	9660	10295	10093	17354	E28.801267	N60.437817	45.3	08	1
21:03:11.612026	9724	10257	10105	17374	E28.801267	N60.437817	45.3	08	1
21:03:11.638241	9680	10221	10029	17284	E28.801267	N60.437817	45.3	08	1
21:03:11.661074	9688	10245	10030	17303	E28.801267	N60.437817	45.3	08	1
21:03:11.683743	9694	10288	10081	17362	E28.801267	N60.437817	45.3	08	1
21:03:11.706508	9721	10298	10055	17368	E28.801267	N60.437817	45.3	08	1
21:03:11.729358	9723	10322	10101	17410	E28.801267	N60.437817	45.3	08	1
21:03:11.751923	9746	10344	10067	17416	E28.801267	N60.437817	45.3	08	1
21:03:11.774904	9712	10317	10099	17399	E28.801267	N60.437817	45.3	08	1
21:03:11.797430	9707	10291	10121	17394	E28.801267	N60.437817	45.3	08	1
21:03:11.819260	9727	10289	10122	17404	E28.801267	N60.437817	45.3	08	1
21:03:11.841399	9728	10294	10087	17388	E28.801267	N60.437817	45.3	08	1
21:03:11.863540	9719	10312	10061	17378	E28.801267	N60.437817	45.3	08	1
21:03:11.885017	9679	10333	10105	17394	E28.801267	N60.437817	45.3	08	1
21:03:11.907009	9693	10326	10047	17364	E28.801267	N60.437817	45.3	08	1
21:03:11.929215	9678	10307	10052	17347	E28.801267	N60.437817	45.3	08	1
21:03:11.950984	9682	10302	10048	17344	E28.801267	N60.437817	45.3	08	1
21:03:11.972995	9691	10323	10031	17352	E28.801267	N60.437817	45.3	08	1
21:03:11.994369	9681	10386	10135	17444	E28.801267	N60.437817	45.3	08	1
21:03:12.016417	9690	10315	10078	17374	E28.801267	N60.437817	45.3	08	1
21:03:12.037413	9698	10289	10084	17366	E28.801267	N60.437817	45.3	08	1
21:03:12.059313	9693	10285	10101	17371	E28.801267	N60.437817	45.3	08	1
21:03:12.081324	9720	10317	10106	17408	E28.801267	N60.437817	45.3	08	1
21:03:12.103406	9702	10314	10111	17399	E28.801267	N60.437817	45.3	08	1
21:03:12.125564	9691	10291	10067	17354	E28.801267	N60.437817	45.3	08	1
21:03:12.147391	9721	10312	10083	17392	E28.801267	N60.437817	45.3	08	1
21:03:12.169254	9716	10356	10134	17445	E28.801267	N60.437817	45.3	08	1
