time	X	Y	Z	RES	Lon	Lat	Alt	Sat	Qal
20:59:15.726758	9944	10202	10163	17500	E28.801292	N60.437542	52.2	07	1
20:59:15.748570	9950	10218	10103	17478	E28.801292	N60.437542	52.2	07	1
20:59:15.770429	9971	10254	10125	17523	E28.801292	N60.437542	52.2	07	1
20:59:15.792169	9962	10247	10162	17535	E28.801292	N60.437542	52.2	07	1
20:59:15.813887	9965	10258	10149	17536	E28.801292	N60.437542	52.2	07	1
20:59:15.835796	9984	10219	10160	17530	E28.801292	N60.437542	52.2	07	1
20:59:15.857620	10015	10203	10140	17527	E28.801292	N60.437542	52.2	07	1
20:59:15.878852	10007	10235	10173	17560	E28.801292	N60.437542	52.2	07	1
20:59:15.900614	9978	10216	10184	17539	E28.801292	N60.437542	52.2	07	1
20:59:15.922393	9968	10205	10135	17499	E28.801292	N60.437542	52.2	07	1
20:59:15.944515	9934	10227	10184	17521	E28.801292	N60.437542	52.2	07	1
20:59:15.966738	9984	10269	10168	17564	E28.801292	N60.437542	52.2	07	1
20:59:15.988939	9942	10322	10255	17622	E28.801292	N60.437542	52.2	07	1
20:59:16.010706	9963	10255	10137	17526	E28.801292	N60.437542	52.2	07	1
20:59:16.032473	9976	10161	10121	17470	E28.801292	N60.437542	52.2	07	1
20:59:16.054148	9959	10155	10133	17463	E28.801292	N60.437542	52.2	07	1
20:59:16.075854	9977	10189	10113	17482	E28.801292	N60.437542	52.2	07	1
20:59:16.097552	9942	10215	10153	17500	E28.801292	N60.437542	52.2	07	1
20:59:16.119325	9937	10248	10214	17552	E28.801292	N60.437542	52.2	07	1
20:59:16.141031	9934	10245	10175	17526	E28.801292	N60.437542	52.2	07	1
20:59:16.162769	9898	10276	10175	17524	E28.801292	N60.437542	52.2	07	1
20:59:16.184027	9910	10247	10151	17500	E28.801292	N60.437542	52.2	07	1
20:59:16.205722	9901	10244	10127	17479	E28.801292	N60.437542	52.2	07	1
20:59:16.227418	9902	10271	10174	17522	E28.801292	N60.437542	52.2	07	1
20:59:16.249113	9921	10308	10210	17576	E28.801292	N60.437542	52.2	07	1
20:59:16.270828	9894	10224	10186	17497	E28.801292	N60.437542	52.2	07	1
20:59:16.292536	9903	10251	10208	17531	E28.801292	N60.437542	52.2	07	1
20:59:16.314254	9861	10206	10183	17466	E28.801292	N60.437542	52.2	07	1
20:59:16.335979	9871	10263	10133	17476	E28.801292	N60.437542	52.2	07	1
20:59:16.357271	9878	10264	10149	17490	E28.801292	N60.437542	52.2	07	1
20:59:16.378945	9887	10284	10179	17524	E28.801292	N60.437542	52.2	07	1
20:59:16.400701	9892	10250	10150	17491	E28.801292	N60.437542	52.2	07	1
20:59:16.422426	9868	10250	10126	17463	E28.801292	N60.437542	52.2	07	1
20:59:16.444149	9867	10302	10200	17536	E28.801292	N60.437542	52.2	07	1
20:59:16.465871	9888	10242	10193	17509	E28.801292	N60.437542	52.2	07	1
20:59:16.487672	9898	10234	10164	17493	E28.801292	N60.437542	52.2	07	1
20:59:16.509365	9896	10299	10200	17551	E28.801292	N60.437542	52.2	07	1
20:59:16.534165	9911	10209	10161	17484	E28.801292	N60.437542	52.2	07	1
20:59:16.559663	9897	10245	10121	17474	E28.801292	N60.437542	52.2	07	1
20:59:16.591798	9928	10209	10152	17488	E28.801309	N60.437574	53.1	08	1
20:59:16.628894	9909	10255	10204	17534	E28.801309	N60.437574	53.1	08	1
20:59:16.650601	9965	10243	10144	17524	E28.801309	N60.437574	53.1	08	1
20:59:16.672254	9971	10290	10139	17552	E28.801309	N60.437574	53.1	08	1
20:59:16.694004	9974	10240	10143	17527	E28.801309	N60.437574	53.1	08	1
20:59:16.715718	9969	10193	10176	17516	E28.801309	N60.437574	53.1	08	1
20:59:16.737384	9978	10252	10162	17547	E28.801309	N60.437574	53.1	08	1
20:59:16.759022	9973	10314	10222	17616	E28.801309	N60.437574	53.1	08	1
20:59:16.780710	9970	10254	10188	17559	E28.801309	N60.437574	53.1	08	1
20:59:16.802400	9987	10157	10182	17509	E28.801309	N60.437574	53.1	08	1
20:59:16.823995	9977	10193	10164	17514	E28.801309	N60.437574	53.1	08	1
20:59:16.845698	9963	10300	10198	17588	E28.801309	N60.437574	53.1	08	1
20:59:16.867486	10001	10311	10194	17614	E28.801309	N60.437574	53.1	08	1
20:59:16.889206	10021	10260	10148	17569	E28.801309	N60.437574	53.1	08	1
20:59:16.910930	10057	10215	10226	17608	E28.801309	N60.437574	53.1	08	1
20:59:16.932633	10030	10243	10223	17607	E28.801309	N60.437574	53.1	08	1
20:59:16.954386	10035	10240	10233	17614	E28.801309	N60.437574	53.1	08	1
20:59:16.976100	10039	10264	10172	17595	E28.801309	N60.437574	53.1	08	1
20:59:16.997792	9986	10223	10167	17538	E28.801309	N60.437574	53.1	08	1
20:59:17.019542	10003	10284	10161	17580	E28.801309	N60.437574	53.1	08	1
20:59:17.041211	10037	10311	10224	17651	E28.801309	N60.437574	53.1	08	1
20:59:17.062940	10023	10297	10223	17635	E28.801309	N60.437574	53.1	08	1
20:59:17.084611	10010	10282	10242	17630	E28.801309	N60.437574	53.1	08	1
20:59:17.106300	10000	10274	10253	17626	E28.801309	N60.437574	53.1	08	1
20:59:17.127975	10028	10255	10183	17590	E28.801309	N60.437574	53.1	08	1
20:59:17.149764	10027	10159	10147	17513	E28.801309	N60.437574	53.1	08	1
20:59:17.171482	10011	10206	10178	17549	E28.801309	N60.437574	53.1	08	1
20:59:17.193161	9978	10260	10200	17574	E28.801309	N60.437574	53.1	08	1
20:59:17.214836	9978	10291	10183	17582	E28.801309	N60.437574	53.1	08	1
20:59:17.236510	9992	10269	10214	17595	E28.801309	N60.437574	53.1	08	1
20:59:17.258220	9994	10215	10189	17551	E28.801309	N60.437574	53.1	08	1
20:59:17.279927	10035	10236	10202	17594	E28.801309	N60.437574	53.1	08	1
20:59:17.301613	10030	10336	10185	17639	E28.801309	N60.437574	53.1	08	1
20:59:17.322868	9997	10289	10260	17637	E28.801309	N60.437574	53.1	08	1
20:59:17.344558	9980	10255	10240	17596	E28.801309	N60.437574	53.1	08	1
20:59:17.366263	10013	10209	10149	17535	E28.801309	N60.437574	53.1	08	1
20:59:17.387946	10012	10189	10144	17520	E28.801309	N60.437574	53.1	08	1
20:59:17.409636	10028	10205	10160	17547	E28.801309	N60.437574	53.1	08	1
20:59:17.431321	9972	10293	10244	17616	E28.801309	N60.437574	53.1	08	1
20:59:17.452935	9983	10342	10244	17650	E28.801309	N60.437574	53.1	08	1
20:59:17.474639	9974	10311	10149	17572	E28.801309	N60.437574	53.1	08	1
20:59:17.496345	9994	10270	10173	17573	E28.801309	N60.437574	53.1	08	1
20:59:17.518541	10004	10225	10157	17544	E28.801309	N60.437574	53.1	08	1
20:59:17.546502	9986	10262	10194	17576	E28.801309	N60.437574	53.1	08	1
20:59:17.578789	10009	10239	10287	17630	E28.801312	N60.437628	53.3	06	1
20:59:17.607413	9997	10274	10175	17579	E28.801312	N60.437628	53.3	06	1
20:59:17.631493	10046	10205	10190	17575	E28.801312	N60.437628	53.3	06	1
20:59:17.653314	10028	10165	10222	17560	E28.801312	N60.437628	53.3	06	1
20:59:17.675113	10012	10253	10213	17597	E28.801312	N60.437628	53.3	06	1
20:59:17.696911	9962	10327	10260	17639	E28.801312	N60.437628	53.3	06	1
20:59:17.718717	10016	10292	10247	17642	E28.801312	N60.437628	53.3	06	1
20:59:17.740471	9973	10261	10189	17566	E28.801312	N60.437628	53.3	06	1
20:59:17.762179	10006	10343	10233	17658	E28.801312	N60.437628	53.3	06	1
20:59:17.784005	10028	10284	10243	17642	E28.801312	N60.437628	53.3	06	1
20:59:17.805778	10043	10216	10177	17572	E28.801312	N60.437628	53.3	06	1
20:59:17.827578	10061	10291	10175	17625	E28.801312	N60.437628	53.3	06	1
20:59:17.849368	10042	10242	10227	17616	E28.801312	N60.437628	53.3	06	1
20:59:17.871109	10075	10270	10247	17662	E28.801312	N60.437628	53.3	06	1
20:59:17.892984	10055	10329	10202	17659	E28.801312	N60.437628	53.3	06	1
20:59:17.914801	10018	10351	10282	17698	E28.801312	N60.437628	53.3	06	1
20:59:17.936643	10064	10215	10256	17629	E28.801312	N60.437628	53.3	06	1
20:59:17.958429	10036	10207	10199	17576	E28.801312	N60.437628	53.3	06	1
20:59:17.980266	10000	10248	10187	17572	E28.801312	N60.437628	53.3	06	1
20:59:18.002041	10002	10260	10218	17598	E28.801312	N60.437628	53.3	06	1
20:59:18.023893	10034	10238	10138	17557	E28.801312	N60.437628	53.3	06	1
20:59:18.045776	10018	10274	10171	17588	E28.801312	N60.437628	53.3	06	1
20:59:18.067595	10035	10227	10211	17594	E28.801312	N60.437628	53.3	06	1
20:59:18.089391	10102	10164	10255	17621	E28.801312	N60.437628	53.3	06	1
20:59:18.111207	10032	10239	10211	17599	E28.801312	N60.437628	53.3	06	1
20:59:18.133016	10028	10282	10248	17643	E28.801312	N60.437628	53.3	06	1
20:59:18.154945	10052	10279	10204	17630	E28.801312	N60.437628	53.3	06	1
20:59:18.176694	10030	10246	10242	17620	E28.801312	N60.437628	53.3	06	1
20:59:18.198657	10026	10270	10138	17571	E28.801312	N60.437628	53.3	06	1
20:59:18.220483	10017	10266	10205	17603	E28.801312	N60.437628	53.3	06	1
20:59:18.242238	10042	10233	10217	17605	E28.801312	N60.437628	53.3	06	1
20:59:18.264045	10063	10207	10248	17620	E28.801312	N60.437628	53.3	06	1
20:59:18.286173	10049	10262	10250	17645	E28.801312	N60.437628	53.3	06	1
20:59:18.308008	10012	10227	10200	17574	E28.801312	N60.437628	53.3	06	1
20:59:18.329826	10057	10224	10189	17592	E28.801312	N60.437628	53.3	06	1
20:59:18.351730	10063	10231	10189	17599	E28.801312	N60.437628	53.3	06	1
20:59:18.373521	10067	10265	10232	17646	E28.801312	N60.437628	53.3	06	1
20:59:18.395374	10075	10321	10246	17692	E28.801312	N60.437628	53.3	06	1
20:59:18.416768	10076	10308	10251	17687	E28.801312	N60.437628	53.3	06	1
20:59:18.438648	10051	10250	10245	17636	E28.801312	N60.437628	53.3	06	1
20:59:18.460459	10049	10275	10196	17621	E28.801312	N60.437628	53.3	06	1
20:59:18.482243	10013	10235	10175	17565	E28.801312	N60.437628	53.3	06	1
20:59:18.504055	10069	10301	10236	17671	E28.801312	N60.437628	53.3	06	1
20:59:18.528036	10053	10326	10253	17686	E28.801312	N60.437628	53.3	06	1
20:59:18.553149	10044	10217	10192	17582	E28.801312	N60.437628	53.3	06	1
20:59:18.585408	10064	10269	10231	17646	E28.801321	N60.437694	52.9	06	1
20:59:18.611070	10062	10296	10272	17685	E28.801321	N60.437694	52.9	06	1
20:59:18.636181	10045	10360	10294	17725	E28.801321	N60.437694	52.9	06	1
20:59:18.657673	10030	10305	10235	17650	E28.801321	N60.437694	52.9	06	1
20:59:18.679302	10030	10299	10196	17624	E28.801321	N60.437694	52.9	06	1
20:59:18.701861	10088	10321	10240	17695	E28.801321	N60.437694	52.9	06	1
20:59:18.724143	10088	10217	10256	17644	E28.801321	N60.437694	52.9	06	1
20:59:18.746293	10092	10276	10264	17685	E28.801321	N60.437694	52.9	06	1
20:59:18.768459	10074	10262	10226	17645	E28.801321	N60.437694	52.9	06	1
20:59:18.790790	10057	10251	10236	17635	E28.801321	N60.437694	52.9	06	1
20:59:18.813106	10056	10314	10235	17670	E28.801321	N60.437694	52.9	06	1
20:59:18.835353	10057	10261	10245	17646	E28.801321	N60.437694	52.9	06	1
20:59:18.857158	10073	10229	10193	17606	E28.801321	N60.437694	52.9	06	1
20:59:18.878946	10093	10249	10196	17631	E28.801321	N60.437694	52.9	06	1
20:59:18.900287	10092	10269	10294	17699	E28.801321	N60.437694	52.9	06	1
20:59:18.922273	10092	10316	10297	17728	E28.801321	N60.437694	52.9	06	1
20:59:18.944110	10082	10311	10293	17717	E28.801321	N60.437694	52.9	06	1
20:59:18.966212	10106	10423	10321	17812	E28.801321	N60.437694	52.9	06	1
20:59:18.988345	10114	10332	10294	17748	E28.801321	N60.437694	52.9	06	1
20:59:19.010151	10097	10274	10291	17703	E28.801321	N60.437694	52.9	06	1
20:59:19.031358	10134	10308	10241	17715	E28.801321	N60.437694	52.9	06	1
20:59:19.053059	10147	10301	10295	17749	E28.801321	N60.437694	52.9	06	1
20:59:19.074732	10152	10268	10255	17710	E28.801321	N60.437694	52.9	06	1
20:59:19.096423	10144	10265	10311	17736	E28.801321	N60.437694	52.9	06	1
20:59:19.118271	10128	10352	10297	17769	E28.801321	N60.437694	52.9	06	1
20:59:19.139973	10080	10370	10310	17760	E28.801321	N60.437694	52.9	06	1
20:59:19.161660	10145	10295	10283	17738	E28.801321	N60.437694	52.9	06	1
20:59:19.183431	10122	10283	10353	17758	E28.801321	N60.437694	52.9	06	1
20:59:19.205104	10111	10257	10272	17690	E28.801321	N60.437694	52.9	06	1
20:59:19.226758	10077	10293	10279	17696	E28.801321	N60.437694	52.9	06	1
20:59:19.248426	10142	10275	10264	17713	E28.801321	N60.437694	52.9	06	1
20:59:19.270052	10177	10273	10319	17764	E28.801321	N60.437694	52.9	06	1
20:59:19.291711	10180	10302	10274	17757	E28.801321	N60.437694	52.9	06	1
20:59:19.313428	10162	10315	10325	17784	E28.801321	N60.437694	52.9	06	1
20:59:19.335077	10195	10340	10358	17836	E28.801321	N60.437694	52.9	06	1
20:59:19.356717	10203	10330	10369	17841	E28.801321	N60.437694	52.9	06	1
20:59:19.378392	10154	10216	10300	17707	E28.801321	N60.437694	52.9	06	1
20:59:19.400061	10140	10205	10253	17665	E28.801321	N60.437694	52.9	06	1
20:59:19.421709	10126	10245	10267	17689	E28.801321	N60.437694	52.9	06	1
20:59:19.443324	10174	10202	10263	17689	E28.801321	N60.437694	52.9	06	1
20:59:19.464974	10132	10194	10290	17676	E28.801321	N60.437694	52.9	06	1
20:59:19.486588	10102	10198	10379	17713	E28.801321	N60.437694	52.9	06	1
20:59:19.508197	10130	10205	10318	17698	E28.801321	N60.437694	52.9	06	1
20:59:19.534791	10142	10238	10379	17759	E28.801321	N60.437694	52.9	06	1
20:59:19.593327	10058	10213	10258	17626	E28.801325	N60.437788	51.4	06	1
20:59:19.614495	10136	10149	10253	17631	E28.801325	N60.437788	51.4	06	1
20:59:19.635974	10160	10164	10257	17656	E28.801325	N60.437788	51.4	06	1
20:59:19.657332	10087	10097	10228	17558	E28.801325	N60.437788	51.4	06	1
20:59:19.678562	10118	10021	10178	17503	E28.801325	N60.437788	51.4	06	1
20:59:19.700249	10064	10013	10154	17454	E28.801325	N60.437788	51.4	06	1
20:59:19.721431	10067	9995	10039	17378	E28.801325	N60.437788	51.4	06	1
20:59:19.742491	10211	9983	10121	17503	E28.801325	N60.437788	51.4	06	1
20:59:19.763561	10110	10026	10119	17467	E28.801325	N60.437788	51.4	06	1
20:59:19.784598	10153	9976	10048	17423	E28.801325	N60.437788	51.4	06	1
20:59:19.805724	10144	9973	10054	17419	E28.801325	N60.437788	51.4	06	1
20:59:19.826816	10102	9939	10034	17364	E28.801325	N60.437788	51.4	06	1
20:59:19.847840	10122	9915	9954	17316	E28.801325	N60.437788	51.4	06	1
20:59:19.868974	10172	9849	10013	17341	E28.801325	N60.437788	51.4	06	1
20:59:19.890149	10143	9893	10054	17373	E28.801325	N60.437788	51.4	06	1
20:59:19.911191	10171	9874	10039	17370	E28.801325	N60.437788	51.4	06	1
20:59:19.932220	10145	9839	10067	17351	E28.801325	N60.437788	51.4	06	1
20:59:19.953519	10151	9812	10014	17308	E28.801325	N60.437788	51.4	06	1
20:59:19.974722	10179	9784	10018	17311	E28.801325	N60.437788	51.4	06	1
20:59:19.995845	10129	9774	10036	17287	E28.801325	N60.437788	51.4	06	1
20:59:20.016954	10230	9785	10073	17374	E28.801325	N60.437788	51.4	06	1
20:59:20.038218	10192	9794	10064	17351	E28.801325	N60.437788	51.4	06	1
20:59:20.059433	10223	9758	10069	17352	E28.801325	N60.437788	51.4	06	1
20:59:20.080546	10193	9750	10070	17331	E28.801325	N60.437788	51.4	06	1
20:59:20.101634	10211	9719	10113	17349	E28.801325	N60.437788	51.4	06	1
20:59:20.122750	10144	9665	10044	17239	E28.801325	N60.437788	51.4	06	1
20:59:20.143898	10155	9681	10033	17248	E28.801325	N60.437788	51.4	06	1
20:59:20.165008	10133	9674	10039	17235	E28.801325	N60.437788	51.4	06	1
20:59:20.185973	10154	9665	10089	17271	E28.801325	N60.437788	51.4	06	1
20:59:20.207002	10133	9675	10064	17250	E28.801325	N60.437788	51.4	06	1
20:59:20.228114	10154	9690	10162	17328	E28.801325	N60.437788	51.4	06	1
20:59:20.249236	10105	9681	10070	17240	E28.801325	N60.437788	51.4	06	1
20:59:20.270582	10124	9687	10166	17311	E28.801325	N60.437788	51.4	06	1
20:59:20.291709	10049	9665	10090	17210	E28.801325	N60.437788	51.4	06	1
20:59:20.313409	10019	9650	10130	17208	E28.801325	N60.437788	51.4	06	1
20:59:20.334598	10027	9675	10116	17218	E28.801325	N60.437788	51.4	06	1
20:59:20.357020	10007	9672	10167	17235	E28.801325	N60.437788	51.4	06	1
20:59:20.378936	9966	9675	10106	17177	E28.801325	N60.437788	51.4	06	1
20:59:20.401811	9951	9682	10198	17226	E28.801325	N60.437788	51.4	06	1
20:59:20.423769	9912	9672	10081	17129	E28.801325	N60.437788	51.4	06	1
20:59:20.446206	9899	9653	10100	17122	E28.801325	N60.437788	51.4	06	1
20:59:20.470620	9884	9641	10168	17147	E28.801325	N60.437788	51.4	06	1
20:59:20.494580	9832	9636	10187	17125	E28.801325	N60.437788	51.4	06	1
20:59:20.520217	9865	9645	10115	17107	E28.801325	N60.437788	51.4	06	1
20:59:20.551384	9830	9593	10190	17102	E28.801354	N60.437863	51.6	06	1
